exp,rho,sigma,seed,m,absorbed,cos_comp,rec,wall_s,n11,n10,n01,rho_count,rho_c,rho_x,rho_d,ties,lo_is_comp,m_n11,m_n10,m_n01,m_rho_count,m_rho_c,m_rho_x,m_rho_d,m_ties,m_lo_is_comp,rho_d_t002,rho_d_t010,a1,a0,g0,g1,b_p,b_c,n_j11,n_s11,delta_J,delta_S,q11_B,q10_B,q01_B,pi_B,h_B,b11_frac,rho_real,rho_d_auto,q,p0,cos_child
SC,0.7,0.05,45,32,1,0.9946,0.223,443.8,4675,9264,23670,0.37063,0.75368,0.71871,0.70254,0,0,4675,9190,23670,0.36939,0.75516,0.72033,0.70393,0,0,0.6985,0.70385,1.0,0.17304,1.0,0.10416,0.00066,0.0,2752,1923,0.0,0.0,0.0,0.00066,0.0,nan,0.0,0.0,0.70393,0.29746,,,
SC,0.7,0.05,46,32,0,0.9897,0.2612,443.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,0.7,0.05,47,32,1,0.9935,0.2271,443.8,6797,6838,23727,0.36494,0.81698,0.77628,0.69793,0,0,6797,6772,23727,0.36382,0.81843,0.77796,0.69916,0,0,0.69425,0.69913,1.0,0.39643,1.0,0.09008,0.00059,0.0,2349,4448,0.0,0.0,0.0,0.00059,0.0,nan,0.0,0.0,0.69916,0.30207,,,
SC,0.7,0.05,48,32,1,0.9848,0.2315,443.8,10264,8728,18775,0.50287,0.7689,0.68265,0.6973,0,0,10264,8639,18774,0.50171,0.77071,0.68486,0.69894,0,0,0.69281,0.69889,1.0,0.23838,1.0,0.28708,0.00079,1e-05,7560,2704,0.0,0.0,0.0,0.00079,1e-05,nan,0.01111,0.0,0.69894,0.3027,,,
SC,0.7,0.05,49,32,1,0.9924,0.2276,443.8,11002,8607,17957,0.52199,0.77088,0.67599,0.70244,0,0,11002,8563,17940,0.52166,0.77168,0.6769,0.70313,0,0,0.6999,0.70304,1.0,0.23091,1.0,0.31971,0.00039,0.00015,8431,2571,0.0,0.0,0.0,0.00039,0.00015,nan,0.27869,0.0,0.70313,0.29756,,,
SC,0.7,0.05,50,32,1,0.9869,0.2323,443.8,8228,9687,19353,0.48071,0.74007,0.66643,0.69926,0,0,8228,9614,19353,0.47969,0.74152,0.66811,0.70063,0,0,0.6948,0.70056,1.0,0.1366,1.0,0.25737,0.00065,0.0,6707,1521,0.0,0.0,0.0,0.00065,0.0,nan,0.0,0.0,0.70063,0.30074,,,
SC,0.7,0.05,51,32,1,0.9932,0.2275,443.8,9683,7383,20524,0.454,0.80359,0.73544,0.69742,0,0,9683,7314,20524,0.453,0.80507,0.73727,0.6987,0,0,0.69287,0.69865,1.0,0.35303,1.0,0.21712,0.00061,0.0,5692,3991,0.0,0.0,0.0,0.00061,0.0,nan,0.0,0.0,0.6987,0.30258,,,
SC,0.7,0.05,52,32,1,0.992,0.2288,443.8,10941,7928,18659,0.5028,0.78874,0.70181,0.69817,0,0,10941,7861,18615,0.5025,0.78991,0.70309,0.69907,0,0,0.69554,0.69898,1.0,0.30187,1.0,0.28834,0.0006,0.00039,7542,3399,0.0,0.0,0.0,0.0006,0.00039,nan,0.3964,0.0,0.69907,0.30183,,,
SC,0.7,0.05,53,32,1,0.9818,0.2329,443.8,13049,8571,15868,0.57672,0.77137,0.64929,0.6955,0,0,13049,8464,15824,0.57618,0.77331,0.65152,0.69714,0,0,0.69159,0.69693,1.0,0.2515,1.0,0.39206,0.00095,0.00039,10205,2844,0.0,0.0,0.0,0.00095,0.00039,nan,0.29139,0.0,0.69714,0.3045,,,
SC,0.7,0.05,54,32,1,0.9927,0.2244,443.8,10799,8670,17981,0.51987,0.76849,0.67468,0.69792,0,0,10799,8574,17976,0.5187,0.77044,0.67706,0.69967,0,0,0.69342,0.69946,1.0,0.23562,1.0,0.31211,0.00085,4e-05,8156,2643,0.0,0.0,0.0,0.00085,4e-05,nan,0.0495,0.0,0.69967,0.30208,,,
SC,0.7,0.05,55,32,1,0.9911,0.2309,443.8,9138,7391,21209,0.43799,0.80415,0.74157,0.69596,0,0,9138,7324,21209,0.43699,0.80558,0.74331,0.69719,0,0,0.69242,0.69718,1.0,0.35794,1.0,0.19247,0.0006,0.0,5055,4083,0.0,0.0,0.0,0.0006,0.0,nan,0.0,0.0,0.69719,0.30404,,,
SC,0.7,0.05,56,32,1,0.9874,0.2309,443.8,11148,5484,20979,0.44221,0.85419,0.79277,0.69886,0,0,11148,5389,20977,0.44082,0.85635,0.79561,0.70062,0,0,0.69368,0.70054,1.0,0.52017,1.0,0.20188,0.00084,2e-05,5306,5842,0.0,0.0,0.0,0.00084,2e-05,nan,0.02062,0.0,0.70062,0.30114,,,
SC,0.7,0.05,57,32,1,0.9952,0.2264,443.8,9271,7860,20498,0.45526,0.79112,0.72283,0.69372,0,0,9271,7806,20497,0.45449,0.79225,0.7242,0.69471,0,0,0.69029,0.69467,1.0,0.3195,1.0,0.21476,0.00048,1e-05,5606,3665,0.0,0.0,0.0,0.00048,1e-05,nan,0.01818,0.0,0.69471,0.30628,,,
SC,0.7,0.05,58,32,1,0.9921,0.2284,443.8,8892,9142,19680,0.47818,0.7576,0.68281,0.69995,0,0,8892,9097,19679,0.47757,0.7585,0.68387,0.70078,0,0,0.69684,0.70072,1.0,0.19288,1.0,0.2545,0.0004,1e-05,6718,2174,0.0,0.0,0.0,0.0004,1e-05,nan,0.02174,0.0,0.70078,0.30005,,,
SC,0.7,0.05,59,32,1,0.9928,0.2286,443.8,5403,7407,25006,0.33875,0.80413,0.77148,0.69865,0,0,5403,7321,25006,0.33724,0.80596,0.77353,0.70024,0,0,0.69358,0.70005,1.0,0.3527,1.0,0.05352,0.00077,0.0,1414,3989,0.0,0.0,0.0,0.00077,0.0,nan,0.0,0.0,0.70024,0.30135,,,
SC,0.7,0.05,60,32,1,0.9924,0.228,443.8,9327,8359,20082,0.46828,0.77868,0.70609,0.69919,0,0,9327,8261,20082,0.4669,0.7807,0.70853,0.70101,0,0,0.69438,0.70082,1.0,0.26654,1.0,0.23952,0.00087,0.0,6325,3002,0.0,0.0,0.0,0.00087,0.0,nan,0.0,0.0,0.70101,0.30081,,,
SC,0.7,0.05,61,32,1,0.992,0.2292,443.8,13582,8919,15156,0.59753,0.76315,0.62953,0.69923,0,0,13582,8848,15142,0.59699,0.76451,0.63118,0.70044,0,0,0.69638,0.70029,1.0,0.21386,1.0,0.42463,0.00063,0.00012,11175,2407,0.0,0.0,0.0,0.00063,0.00012,nan,0.16471,0.0,0.70044,0.30077,,,
SC,0.7,0.05,62,32,1,0.9873,0.2312,443.8,8796,8115,20637,0.45038,0.78388,0.71776,0.69615,0,0,8796,8009,20637,0.44883,0.7861,0.72041,0.69812,0,0,0.69129,0.69795,1.0,0.29143,1.0,0.21049,0.00094,0.0,5502,3294,0.0,0.0,0.0,0.00094,0.0,nan,0.0,0.0,0.69812,0.30385,,,
SC,0.7,0.05,63,32,1,0.9863,0.2316,443.8,15343,7126,15262,0.59551,0.81114,0.6817,0.70038,0,0,15343,7047,15214,0.59542,0.8126,0.68344,0.70147,0,0,0.69709,0.70131,1.0,0.37226,1.0,0.42323,0.0007,0.00043,11164,4179,0.0,0.0,0.0,0.0007,0.00043,nan,0.37795,0.0,0.70147,0.29962,,,
SC,0.7,0.1,40,32,1,0.9946,0.6062,443.8,16223,7149,20484,0.53293,0.83699,0.74129,0.66126,0,0,16216,3404,17618,0.52688,0.90859,0.83807,0.70176,0,0,0.64463,0.68406,1.0,0.69377,1.0,0.32555,0.03327,0.02548,8504,7712,0.0,0.0013,6e-05,0.03321,0.02542,0.28571,0.43336,0.00016,0.70149,0.33874,,,
SC,0.7,0.1,41,32,1,0.9934,0.6115,443.8,21197,8266,16164,0.64574,0.81884,0.66165,0.65371,0,0,21187,3812,12641,0.66416,0.89872,0.76831,0.69872,0,0,0.63473,0.67858,1.0,0.66393,1.0,0.5193,0.03973,0.03144,13656,7531,0.0,0.0004,9e-05,0.03964,0.03135,0.4,0.44159,0.00022,0.69865,0.34629,,,
SC,0.7,0.1,42,32,1,0.9912,0.606,443.8,19744,8846,14949,0.65665,0.79683,0.62824,0.67388,0,0,19743,5876,11831,0.68409,0.8431,0.66815,0.70019,0,0,0.65941,0.68853,1.0,0.47671,1.0,0.5488,0.0264,0.02771,14390,5353,0.0,0.00019,1e-05,0.02639,0.0277,0.0,0.51207,2e-05,0.70016,0.32612,,,
SC,0.7,0.1,43,32,1,0.983,0.6141,443.8,21157,9860,13874,0.69094,0.78036,0.58456,0.67218,0,0,21153,6462,10054,0.7331,0.82845,0.60874,0.69959,0,0,0.65958,0.68717,1.0,0.429,1.0,0.61847,0.03029,0.03404,16298,4855,0.0,0.00021,4e-05,0.03025,0.03401,0.5,0.52922,9e-05,0.69957,0.32782,,,
SC,0.7,0.1,44,32,1,0.987,0.6177,443.8,22032,8593,13250,0.69801,0.80415,0.6066,0.67275,0,0,22030,5425,9883,0.73531,0.85471,0.64561,0.70033,0,0,0.65824,0.688,1.0,0.51524,1.0,0.62202,0.02814,0.0299,16264,5766,0.0,0.00035,2e-05,0.02812,0.02989,0.5,0.51522,5e-05,0.70028,0.32725,,,
SC,0.7,0.1,45,32,1,0.9946,0.6064,443.8,15247,8399,19339,0.5501,0.80461,0.6972,0.67538,0,0,15245,5557,16733,0.5542,0.85195,0.7507,0.70396,0,0,0.66172,0.69089,1.0,0.49996,1.0,0.3667,0.02529,0.02319,9689,5556,0.0,0.00018,2e-05,0.02527,0.02317,1.0,0.47853,5e-05,0.70393,0.32462,,,
SC,0.7,0.1,46,32,1,0.9922,0.6052,443.8,20452,7420,16992,0.62126,0.83461,0.69605,0.66205,0,0,20446,3619,13410,0.64216,0.90343,0.78748,0.69697,0,0,0.64669,0.68192,1.0,0.6814,1.0,0.48652,0.03383,0.03189,12706,7740,0.0,0.00039,5e-05,0.03378,0.03183,0.16667,0.48491,0.00013,0.69689,0.33795,,,
SC,0.7,0.1,47,32,0,0.9899,0.6418,443.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,0.7,0.1,48,32,1,0.9837,0.6061,443.8,20382,8664,14847,0.66175,0.80261,0.63149,0.67033,0,0,20380,5536,11761,0.68785,0.85307,0.67994,0.69897,0,0,0.65738,0.68542,1.0,0.51195,1.0,0.55339,0.02787,0.02749,14573,5807,0.0,0.00017,2e-05,0.02785,0.02747,1.0,0.49678,5e-05,0.69894,0.32967,,,
SC,0.7,0.1,49,32,1,0.991,0.6136,443.8,20513,8318,14842,0.66016,0.80954,0.64085,0.67609,0,0,20511,5306,11688,0.68836,0.85853,0.68777,0.70319,0,0,0.66136,0.69134,1.0,0.52344,1.0,0.55679,0.02679,0.02805,14683,5828,0.0,0.00034,2e-05,0.02677,0.02804,0.0,0.51135,5e-05,0.70313,0.32391,,,
SC,0.7,0.1,50,32,1,0.9871,0.6162,443.8,18912,9310,14520,0.66029,0.78218,0.60932,0.67603,0,0,18912,6596,11687,0.68579,0.82266,0.63923,0.70069,0,0,0.66317,0.68943,1.0,0.40763,1.0,0.55153,0.02406,0.02511,14373,4539,0.0,0.00044,0.0,0.02406,0.02511,nan,0.51073,0.0,0.70063,0.32397,,,
SC,0.7,0.1,51,32,1,0.9921,0.6122,443.8,19247,7470,17164,0.60885,0.82977,0.69676,0.67056,0,0,19240,4321,13960,0.62794,0.88484,0.76363,0.69873,0,0,0.65695,0.68541,1.0,0.61778,1.0,0.4675,0.02806,0.02855,12256,6984,0.0,0.00014,6e-05,0.028,0.02849,0.57143,0.5044,0.00016,0.6987,0.32944,,,
SC,0.7,0.1,52,32,1,0.9917,0.6097,443.8,19576,7884,16611,0.62309,0.82111,0.67814,0.6711,0,0,19573,4647,13197,0.6473,0.87581,0.73958,0.69915,0,0,0.65713,0.68713,1.0,0.5873,1.0,0.49547,0.02878,0.03035,12960,6613,0.0,0.00045,3e-05,0.02875,0.03032,0.66667,0.51338,7e-05,0.69907,0.3289,,,
SC,0.7,0.1,53,32,1,0.9806,0.614,443.8,21862,8989,14050,0.68709,0.7998,0.60984,0.66286,0,0,21861,5160,10316,0.72371,0.8618,0.66658,0.69714,0,0,0.64745,0.68099,1.0,0.54369,1.0,0.60367,0.034,0.03315,15713,6148,0.0,0.0,1e-05,0.03399,0.03314,0.0,0.49365,2e-05,0.69714,0.33714,,,
SC,0.7,0.1,54,32,1,0.9918,0.6043,443.8,20012,8764,15305,0.6528,0.80118,0.63588,0.66582,0,0,20006,5253,12090,0.6763,0.85935,0.69711,0.69967,0,0,0.65071,0.68395,1.0,0.53169,1.0,0.53735,0.03122,0.02859,14042,5964,0.0,0.0,5e-05,0.03117,0.02854,0.5,0.47802,0.00014,0.69967,0.33418,,,
SC,0.7,0.1,55,32,1,0.9911,0.6162,443.8,18746,7239,17932,0.59168,0.83517,0.71241,0.66714,0,0,18744,4025,14902,0.60442,0.89315,0.78734,0.6973,0,0,0.65099,0.68358,1.0,0.64715,1.0,0.43261,0.02863,0.02699,11362,7382,0.0,0.00054,2e-05,0.02861,0.02697,0.5,0.48527,5e-05,0.69719,0.33286,,,
SC,0.7,0.1,56,32,1,0.9857,0.61,443.8,19949,6959,18137,0.59736,0.84551,0.7227,0.66531,0,0,19943,3113,14458,0.6146,0.91702,0.82283,0.70073,0,0,0.65,0.68575,1.0,0.72282,1.0,0.44991,0.03424,0.03276,11825,8118,0.0,0.00049,5e-05,0.03419,0.03271,0.5,0.48891,0.00013,0.70062,0.33469,,,
SC,0.7,0.1,57,32,1,0.9943,0.6037,443.8,19652,7636,16447,0.62394,0.8254,0.68293,0.67008,0,0,19652,4677,13245,0.6475,0.87553,0.73904,0.69474,0,0,0.65668,0.68424,1.0,0.59228,1.0,0.49259,0.02632,0.02848,12858,6794,0.0,0.00015,0.0,0.02632,0.02848,nan,0.51972,0.0,0.69471,0.32992,,,
SC,0.7,0.1,58,32,1,0.9911,0.6077,443.8,19288,8370,15919,0.63469,0.80793,0.6554,0.67655,0,0,19285,5545,12838,0.65918,0.85279,0.69836,0.70081,0,0,0.66514,0.68976,1.0,0.50803,1.0,0.51366,0.02518,0.02745,13559,5726,0.0,0.00017,3e-05,0.02515,0.02743,1.0,0.52192,7e-05,0.70078,0.32345,,,
SC,0.7,0.1,59,32,1,0.993,0.6109,443.8,15136,6995,22452,0.4964,0.8431,0.76245,0.664,0,0,15131,3322,19277,0.48908,0.91195,0.853,0.7004,0,0,0.64779,0.68405,1.0,0.70628,1.0,0.27036,0.03276,0.02832,7143,7988,0.0,0.00075,4e-05,0.03272,0.02828,0.4,0.46359,0.00011,0.70024,0.336,,,
SC,0.7,0.1,60,32,1,0.9918,0.6067,443.8,19102,8448,16896,0.61985,0.80993,0.66667,0.66771,0,0,19101,4939,13630,0.63817,0.86889,0.73402,0.70109,0,0,0.65241,0.68456,1.0,0.56148,1.0,0.48385,0.03125,0.02908,12777,6324,0.0,0.00047,1e-05,0.03124,0.02908,1.0,0.48214,2e-05,0.70101,0.33229,,,
SC,0.7,0.1,61,32,1,0.9907,0.6084,443.8,21295,8854,13780,0.68631,0.79845,0.60882,0.66869,0,0,21293,5552,10727,0.71449,0.85223,0.65895,0.70055,0,0,0.65366,0.68583,1.0,0.50671,1.0,0.59239,0.02939,0.02717,15590,5703,0.0,0.0007,2e-05,0.02937,0.02716,0.5,0.48042,5e-05,0.70044,0.33131,,,
SC,0.7,0.1,62,32,0,0.9827,0.6429,443.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,0.7,0.1,63,32,1,0.9849,0.6069,443.8,23316,7445,14346,0.68196,0.83495,0.65835,0.66837,0,0,23308,3711,10585,0.71851,0.90131,0.74042,0.70163,0,0,0.65307,0.68614,1.0,0.66943,1.0,0.59872,0.03329,0.03353,15793,7515,0.0,0.0008,7e-05,0.03322,0.03346,0.375,0.50167,0.00018,0.70147,0.33163,,,
RC,0.1,-1.0,32,128,1,0.9831,0.0,428.1,44928,40904,9982,0.57309,0.57309,0.19616,0.18011,0,1,44670,34434,923,0.56972,0.56972,0.02611,0.10078,0,1,0.1836,0.1742,1.0,0.5226,0.99999,0.88328,0.05608,0.07766,6977,37693,0.0,0.00438,0.00215,0.05393,0.07551,0.5155,0.58225,0.00269,0.0987,0.18011,0.04,0.36,0.7878
RC,0.1,-1.0,33,128,1,0.9872,0.0,428.1,46698,38303,8269,0.58933,0.58933,0.17755,0.16721,0,1,46573,31974,1080,0.59845,0.59845,0.03267,0.10481,0,1,0.1703,0.1621,0.9978,0.55149,0.9981,0.8659,0.05369,0.06084,7090,39483,0.0,0.00446,0.00104,0.05265,0.0598,0.488,0.53141,0.00134,0.10263,0.16721,0.04,0.36,0.7846
RC,0.1,-1.0,34,128,1,0.9833,0.0,428.2,46205,40617,8508,0.57393,0.57393,0.17319,0.16955,0,1,45958,33515,788,0.58242,0.58242,0.02297,0.10341,0,1,0.17247,0.16472,1.0,0.53537,0.99996,0.90343,0.06138,0.06654,7344,38614,0.0,0.00435,0.00206,0.05931,0.06447,0.57895,0.5218,0.00259,0.10128,0.16955,0.04,0.36,0.8006
RC,0.1,-1.0,35,128,1,0.9869,0.0,428.2,46420,39623,8973,0.58299,0.58299,0.18464,0.1709,0,1,46205,32838,1116,0.59034,0.59034,0.03287,0.10313,0,1,0.17412,0.1661,1.0,0.54502,0.99824,0.87541,0.05841,0.06736,6984,39221,0.0,0.00426,0.00179,0.05662,0.06556,0.53023,0.53651,0.00226,0.09952,0.1709,0.04,0.36,0.7862
RC,0.1,-1.0,36,128,1,0.9857,0.0,428.3,46700,38177,7171,0.58525,0.58525,0.15813,0.15564,0,1,46630,32093,1213,0.59852,0.59852,0.03642,0.10418,0,1,0.15824,0.15142,1.0,0.55387,0.998,0.86638,0.05126,0.05021,6931,39699,0.00014,0.00466,0.00058,0.05067,0.04962,0.57143,0.49521,0.00076,0.10008,0.15564,0.04,0.36,0.7786
RC,0.1,-1.0,37,128,1,0.9844,0.0,428.4,46682,39188,9136,0.58752,0.58752,0.18906,0.17422,0,1,46399,32878,825,0.58955,0.58955,0.02448,0.10101,0,1,0.17722,0.16889,0.99824,0.54452,1.0,0.89621,0.05499,0.07168,7110,39289,0.0,0.00397,0.00236,0.05263,0.06932,0.53004,0.5677,0.00298,0.09924,0.17422,0.04,0.36,0.7917
RC,0.1,-1.0,38,128,1,0.9872,0.0,428.4,46931,38550,7626,0.58596,0.58596,0.16515,0.15984,0,1,46847,32016,1293,0.60058,0.60058,0.03882,0.10617,0,1,0.16237,0.15513,1.0,0.5557,0.998,0.8581,0.05522,0.05354,6948,39899,0.00014,0.00677,0.0007,0.05452,0.05284,0.46429,0.49201,0.0009,0.10102,0.15984,0.04,0.36,0.782
RC,0.1,-1.0,39,128,1,0.9845,0.0,428.5,46677,39383,9358,0.58726,0.58726,0.19199,0.1744,0,1,46431,32467,925,0.59326,0.59326,0.0277,0.10115,0,1,0.17779,0.16972,0.99849,0.5474,0.99807,0.88203,0.05967,0.07231,6998,39433,0.00014,0.00385,0.00205,0.05762,0.07026,0.54472,0.54934,0.00258,0.09921,0.1744,0.04,0.36,0.7921
RC,0.1,-1.0,40,128,1,0.9868,0.0,428.5,45455,40512,8435,0.57086,0.57086,0.17233,0.16579,0,1,45218,33759,1006,0.57792,0.57792,0.02894,0.1011,0,1,0.16881,0.16126,1.0,0.53063,0.99836,0.87435,0.05829,0.06393,6938,38280,0.00014,0.00374,0.00198,0.05632,0.06196,0.57384,0.52465,0.00251,0.09907,0.16579,0.04,0.36,0.7893
RC,0.1,-1.0,41,128,1,0.9846,0.0,428.6,46746,40118,9929,0.58553,0.58553,0.19839,0.18082,0,1,46476,32784,795,0.59048,0.59048,0.02368,0.1026,0,1,0.18436,0.1754,1.0,0.54491,1.0,0.90082,0.0634,0.0784,7221,39255,0.00014,0.00507,0.00225,0.06114,0.07615,0.57037,0.55491,0.00279,0.10013,0.18082,0.04,0.36,0.7917
RC,0.1,-1.0,42,128,1,0.9844,0.0,428.6,48852,36722,9728,0.61468,0.61468,0.20943,0.17728,0,1,48673,30371,1005,0.62059,0.62059,0.03203,0.10083,0,1,0.1806,0.17175,1.0,0.57924,0.99999,0.87238,0.05444,0.07421,6863,41810,0.0,0.00486,0.00149,0.05295,0.07272,0.56425,0.57851,0.00188,0.09828,0.17728,0.04,0.36,0.7846
RC,0.1,-1.0,43,128,1,0.9865,0.0,428.7,47254,39140,7235,0.58197,0.58197,0.15601,0.15545,0,1,47106,31979,1075,0.60106,0.60106,0.03252,0.1038,0,1,0.15817,0.1512,1.0,0.55654,0.99999,0.86655,0.06099,0.05264,6974,40132,0.0,0.00678,0.00123,0.05975,0.0514,0.5,0.46284,0.00158,0.1004,0.15545,0.04,0.36,0.7882
RC,0.1,-1.0,44,128,1,0.9855,0.0,428.7,45885,39527,10483,0.58781,0.58781,0.20962,0.18677,0,1,45549,33449,971,0.58173,0.58173,0.02821,0.10255,0,1,0.19032,0.18097,1.0,0.53472,1.0,0.87981,0.05344,0.08205,7108,38441,0.00028,0.00323,0.0028,0.05064,0.07925,0.58631,0.60963,0.0035,0.10103,0.18677,0.04,0.36,0.7889
RC,0.1,-1.0,45,128,1,0.9868,0.0,428.8,45745,40272,8440,0.57365,0.57365,0.17326,0.16611,0,1,45511,33449,998,0.58167,0.58167,0.02897,0.10183,0,1,0.16933,0.16095,1.0,0.53515,1.0,0.87528,0.05879,0.06394,7004,38507,0.00014,0.00366,0.00195,0.05684,0.06199,0.45299,0.52059,0.00248,0.10008,0.16611,0.04,0.36,0.7896
RC,0.1,-1.0,46,128,1,0.9858,0.0,428.8,48100,37647,8228,0.59939,0.59939,0.17936,0.16382,0,1,47966,31200,1085,0.61122,0.61122,0.03361,0.10198,0,1,0.16715,0.15903,1.0,0.56873,0.99996,0.863,0.05496,0.06077,6822,41144,0.00015,0.00676,0.00112,0.05384,0.05965,0.50746,0.52543,0.00143,0.0985,0.16382,0.04,0.36,0.7843
RC,0.1,-1.0,47,128,1,0.9859,0.0,428.9,42369,42764,8499,0.54328,0.54328,0.16579,0.16882,0,1,42192,36729,884,0.53977,0.53977,0.0235,0.10137,0,1,0.17186,0.16408,1.0,0.48814,0.99792,0.89487,0.05173,0.06488,7116,35076,0.0,0.00257,0.00147,0.05025,0.06341,0.57627,0.55811,0.00189,0.09952,0.16882,0.04,0.36,0.7938
RC,0.1,-1.0,48,128,1,0.9815,0.0,429.0,44334,41488,10656,0.56997,0.56997,0.20436,0.18946,0,1,44005,35472,677,0.55745,0.55745,0.01873,0.10128,0,1,0.19292,0.18349,1.0,0.50875,1.0,0.91481,0.05294,0.08601,7270,36735,0.00014,0.00468,0.00275,0.0502,0.08327,0.55319,0.62246,0.00341,0.09915,0.18946,0.04,0.36,0.8004
RC,0.1,-1.0,49,128,1,0.9865,0.0,429.0,43651,42031,7213,0.54754,0.54754,0.14647,0.15538,0,1,43427,35174,986,0.55804,0.55804,0.02727,0.10165,0,1,0.15797,0.1514,0.99812,0.50796,0.99816,0.87455,0.05888,0.05364,6978,36449,0.00014,0.00348,0.00186,0.05702,0.05178,0.52232,0.47671,0.00241,0.10007,0.15538,0.04,0.36,0.7934
RC,0.1,-1.0,50,128,1,0.9848,0.0,429.1,46395,39730,9117,0.58285,0.58285,0.18664,0.17355,0,1,46116,33223,903,0.58596,0.58596,0.02646,0.10147,0,1,0.17694,0.16863,0.99738,0.54039,1.0,0.88715,0.05666,0.07092,7078,39038,0.0,0.00412,0.00233,0.05433,0.06859,0.62007,0.55913,0.00293,0.09972,0.17355,0.04,0.36,0.7921
RC,0.1,-1.0,51,128,1,0.9841,0.0,429.1,44536,41200,7943,0.5602,0.5602,0.16163,0.16545,0,1,44343,35317,778,0.56094,0.56094,0.02155,0.10225,0,1,0.16831,0.16091,1.0,0.51199,1.0,0.90357,0.05082,0.06154,7290,37053,0.00041,0.00432,0.00161,0.0492,0.05993,0.56477,0.54935,0.00206,0.1003,0.16545,0.04,0.36,0.7926
RC,0.1,-1.0,52,128,1,0.9854,0.0,429.2,46629,39183,8754,0.58565,0.58565,0.18261,0.17136,0,1,46345,32546,1147,0.59337,0.59337,0.03404,0.10562,0,1,0.17453,0.16613,1.0,0.547,0.9979,0.87842,0.05769,0.06578,7196,39149,0.0,0.00284,0.00237,0.05533,0.06341,0.50704,0.53352,0.003,0.10235,0.17136,0.04,0.36,0.7882
RC,0.1,-1.0,53,128,1,0.9863,0.0,429.2,43365,41990,9223,0.55603,0.55603,0.18009,0.17503,0,1,43080,35747,946,0.55189,0.55189,0.02578,0.10185,0,1,0.17852,0.16943,1.0,0.50165,1.0,0.88237,0.0543,0.07122,7096,35984,0.0,0.00231,0.00237,0.05193,0.06884,0.53333,0.56933,0.00301,0.10081,0.17503,0.04,0.36,0.7916
RC,0.1,-1.0,54,128,1,0.9871,0.0,429.3,45678,39676,7831,0.57422,0.57422,0.16484,0.16239,0,1,45508,33387,1247,0.5834,0.5834,0.03601,0.1054,0,1,0.16518,0.15847,1.0,0.53646,0.99811,0.86023,0.0539,0.05636,6961,38547,0.00014,0.00623,0.00142,0.05248,0.05494,0.59412,0.51254,0.00182,0.10095,0.16239,0.04,0.36,0.7836
RC,0.1,-1.0,55,128,1,0.9866,0.0,429.3,45831,39815,7751,0.5737,0.5737,0.16295,0.1592,0,1,45644,33323,1064,0.58362,0.58362,0.03094,0.10111,0,1,0.16177,0.15485,1.0,0.53781,1.0,0.86588,0.05567,0.0573,6869,38775,0.0,0.0041,0.00156,0.05411,0.05574,0.48128,0.50703,0.002,0.09912,0.1592,0.04,0.36,0.7863
RC,0.3,-1.0,32,128,1,0.9926,0.0,427.6,48189,30675,14829,0.6726,0.6726,0.32588,0.32818,0,1,48004,23750,8273,0.70323,0.70323,0.25835,0.30112,0,1,0.32985,0.32596,1.0,0.5761,0.99998,0.65533,0.05926,0.05619,15728,32276,6e-05,0.00304,0.00154,0.05772,0.05465,0.50811,0.48661,0.00197,0.2999,0.32818,0.12,0.28,0.7552
RC,0.3,-1.0,33,128,1,0.9943,0.0,427.7,48942,28595,13754,0.68677,0.68677,0.32478,0.32514,0,1,48868,22299,8599,0.72044,0.72044,0.2783,0.30709,0,1,0.32595,0.32382,1.0,0.598,0.9982,0.64925,0.05299,0.0435,15760,33108,0.0,0.00411,0.00062,0.05237,0.04288,0.43243,0.45007,0.00081,0.30426,0.32514,0.12,0.28,0.7558
RC,0.3,-1.0,34,128,1,0.9928,0.0,427.7,49329,30364,13124,0.67286,0.67286,0.30178,0.31996,0,1,49193,23166,7902,0.71137,0.71137,0.25435,0.30408,0,1,0.3207,0.31895,1.0,0.58625,0.99995,0.67455,0.06125,0.04475,16372,32821,0.0,0.00402,0.00114,0.06011,0.04361,0.51471,0.42147,0.00147,0.3024,0.31996,0.12,0.28,0.7607
RC,0.3,-1.0,35,128,1,0.9947,0.0,427.8,49249,29474,14346,0.68331,0.68331,0.32738,0.32675,0,1,49078,22647,8302,0.71701,0.71701,0.26825,0.30342,0,1,0.32785,0.32517,0.99827,0.59354,0.9983,0.65539,0.0584,0.05186,15869,33209,0.0,0.00334,0.00143,0.05697,0.05044,0.49123,0.46987,0.00184,0.30204,0.32675,0.12,0.28,0.7553
RC,0.3,-1.0,36,128,1,0.9943,0.0,427.8,49365,28598,12063,0.68234,0.68234,0.29667,0.31153,0,1,49335,22465,7985,0.71843,0.71843,0.26223,0.30024,0,1,0.31208,0.31058,0.9982,0.59741,0.99807,0.66362,0.05133,0.03422,15838,33497,0.0,0.00394,0.00025,0.05108,0.03397,0.43333,0.39947,0.00033,0.29856,0.31153,0.12,0.28,0.7548
