block,m_children,rho1,rho2,rho3,sigma,m_lat,seed,absorbed,cos_comp,cos_parent,cos_child,comp_idx,parent_idx,rec,comp_fire_rate,rho_hat_gmm,gmm_mu_lo,gmm_mu_hi,gmm_w_hi,n_fire,rho_hat_bin,fire|host_only,fire|joint,act|host_only,act|joint,tv_full,tv_null,tv_inplane,tv_inplane_null,tv_cond,h4_mus,h4_ws
S,1,0.1,0,0,0.2,32,3,0,0.9101,0.9753,0.8742,10,7,1.9169,0.43783,0.11592,0.1508,0.7404,0.11592,87566,0.61749,0.7169,1.0,0.2146,1.0743,,,,,,,
S,1,0.1,0,0,0.2,32,4,0,0.838,0.9824,0.9265,24,14,1.9076,0.42419,0.11799,0.1346,0.6811,0.11799,84839,0.56746,0.5689,1.0,0.1752,0.9944,,,,,,,
S,1,0.1,0,0,0.2,32,5,0,0.7298,0.9847,0.955,7,7,1.907,0.49756,0.5312,0.1186,0.8695,0.5312,99513,1.0,1.0,1.0,0.8954,0.9126,,,,,,,
S,1,0.1,0,0,0.2,32,6,0,0.8513,0.9612,0.9017,29,19,1.9129,0.44092,0.12516,0.1425,0.6834,0.12516,88183,0.59871,0.6479,1.0,0.1963,1.0165,,,,,,,
S,1,0.1,0,0,0.2,32,7,0,0.7979,0.9796,0.9439,25,21,1.9112,0.42951,0.11859,0.1351,0.6841,0.11859,85903,0.57016,0.5572,1.0,0.1727,0.9877,,,,,,,
S,1,0.1,0,0,0.2,32,8,0,0.9039,0.9665,0.9111,27,1,1.9264,0.43796,0.12233,0.1457,0.7321,0.12233,87592,0.60828,0.7035,1.0,0.2094,1.0821,,,,,,,
S,1,0.1,0,0,0.2,32,9,0,0.8793,0.9777,0.9203,19,29,1.9132,0.43699,0.11981,0.1447,0.7166,0.11981,87398,0.60748,0.6863,1.0,0.2041,1.0623,,,,,,,
S,1,0.1,0,0,0.2,32,10,0,0.8729,0.9665,0.9269,19,14,1.91,0.44311,0.12147,0.1444,0.7157,0.12147,88623,0.60189,0.6579,1.0,0.1998,1.0514,,,,,,,
S,1,0.1,0,0,0.2,32,11,0,0.7902,0.979,0.9698,0,21,1.9055,0.41816,0.11671,0.1308,0.6892,0.11671,83632,0.54937,0.4962,1.0,0.1594,0.9709,,,,,,,
S,1,0.1,0,0,0.2,32,12,0,0.906,0.9672,0.9026,0,27,1.9196,0.44551,0.11691,0.15,0.7359,0.11691,89103,0.6169,0.7211,1.0,0.2155,1.0885,,,,,,,
S,1,0.1,0,0,0.2,32,13,0,0.9401,0.9754,0.8368,13,2,1.9069,0.42616,0.12387,0.1505,0.7497,0.12387,85231,0.61615,0.735,1.0,0.2213,1.0995,,,,,,,
S,1,0.1,0,0,0.2,32,14,0,0.7642,0.9866,0.9489,29,10,1.904,0.41826,0.12058,0.1316,0.6527,0.12058,83652,0.54216,0.4665,1.0,0.158,0.9395,,,,,,,
S,1,0.1,0,0,0.2,32,15,0,0.9392,0.9591,0.8513,21,14,1.9203,0.45044,0.12791,0.1599,0.7461,0.12791,90088,0.64028,0.7882,1.0,0.2425,1.1163,,,,,,,
S,1,0.1,0,0,0.4,32,0,0,0.6858,0.9603,0.8021,11,11,6.466,0.65921,0.57828,0.2275,0.8717,0.57828,131841,1.0,0.9933,0.9944,1.021,1.0349,,,,,,,
S,1,0.1,0,0,0.4,32,1,0,0.7125,0.9437,0.8493,1,1,6.4847,0.66233,0.57455,0.234,0.869,0.57455,132466,1.0,0.9924,0.9949,1.0048,1.0834,,,,,,,
S,1,0.1,0,0,0.4,32,2,0,0.8993,0.7294,0.5887,4,14,6.51,0.65401,0.51589,0.2462,0.7574,0.51589,130802,0.74384,0.9513,0.9986,0.7277,1.3412,,,,,,,
S,1,0.1,0,0,0.4,32,3,0,0.735,0.9578,0.7583,19,19,6.4501,0.66054,0.57484,0.2308,0.8668,0.57484,132108,1.0,0.9933,0.997,1.0088,1.1071,,,,,,,
S,1,0.1,0,0,0.4,32,4,0,0.68,0.9643,0.8684,12,30,6.4485,0.6303,0.48663,0.2152,0.6029,0.48663,126060,0.69772,0.6699,0.9959,0.3965,1.0564,,,,,,,
S,1,0.1,0,0,0.4,32,5,0,0.8515,0.9189,0.6609,21,21,6.4996,0.65702,0.5697,0.2308,0.8591,0.5697,131403,1.0,0.9908,0.9986,0.9593,1.2706,,,,,,,
S,1,0.1,0,0,0.4,32,6,0,0.7414,0.9293,0.8638,15,22,6.4377,0.64004,0.46854,0.2294,0.6266,0.46854,128008,0.7111,0.7355,0.9962,0.435,1.1241,,,,,,,
S,1,0.1,0,0,0.4,32,7,0,0.6533,0.9619,0.8062,2,2,6.4695,0.65986,0.57134,0.2319,0.8685,0.57134,131972,1.0,0.9927,0.9902,1.0199,0.9672,,,,,,,
S,1,0.1,0,0,0.4,32,8,0,0.7404,0.9507,0.8773,18,24,6.5096,0.63811,0.48041,0.2216,0.6233,0.48041,127622,0.70785,0.7288,0.9984,0.4329,1.1381,,,,,,,
S,1,0.1,0,0,0.4,32,9,0,0.7882,0.9572,0.8918,16,17,6.4024,0.63533,0.40559,0.2466,0.6649,0.40559,127066,0.71179,0.7595,0.9988,0.4518,1.187,,,,,,,
S,1,0.1,0,0,0.4,32,10,0,0.7584,0.9412,0.888,7,19,6.4354,0.63365,0.45193,0.2314,0.6383,0.45193,126731,0.70648,0.7261,0.998,0.4321,1.1416,,,,,,,
S,1,0.1,0,0,0.4,32,11,0,0.9041,0.8425,0.7264,28,24,6.4815,0.65146,0.46633,0.252,0.7187,0.46633,130291,0.73419,0.9066,0.9998,0.6139,1.3159,,,,,,,
S,1,0.1,0,0,0.4,32,12,0,0.8639,0.8787,0.7635,31,15,6.4816,0.64636,0.48173,0.2391,0.6786,0.48173,129272,0.72869,0.8676,0.9994,0.5592,1.2572,,,,,,,
S,1,0.1,0,0,0.4,32,13,0,0.668,0.9534,0.7218,13,14,6.4635,0.64198,0.48692,0.2251,0.6281,0.48692,128396,0.71451,0.7505,0.9954,0.4545,1.0518,,,,,,,
S,1,0.1,0,0,0.4,32,14,0,0.7069,0.97,0.833,20,20,6.4582,0.66488,0.57566,0.2297,0.8716,0.57566,132976,1.0,0.9944,0.9952,1.0259,1.0617,,,,,,,
S,1,0.1,0,0,0.4,32,15,0,0.8554,0.9045,0.8459,12,9,6.555,0.63785,0.42136,0.246,0.6709,0.42136,127571,0.71487,0.8081,0.9994,0.4941,1.2254,,,,,,,
M,1,0.1,0,0,0.1,32,0,1,0.9809,0.9753,0.728,1,11,0.6111,0.24385,0.10291,0.1065,1.2094,0.10291,48770,0.58891,0.7111,1.0,0.1253,1.2094,,,,,,,
M,1,0.1,0,0,0.1,32,1,1,0.9905,0.9744,0.708,27,22,0.6093,0.24574,0.10423,0.1143,1.2286,0.10423,49148,0.6184,0.7442,1.0,0.1331,1.2287,,,,,,,
M,1,0.1,0,0,0.1,32,2,1,0.9871,0.9835,0.7592,18,15,0.6098,0.23731,0.10731,0.1035,1.2063,0.10731,47462,0.5728,0.6998,1.0,0.1208,1.2063,,,,,,,
M,1,0.1,0,0,0.1,32,3,1,0.992,0.981,0.7029,9,4,0.6084,0.25842,0.09773,0.1241,1.2388,0.09773,51683,0.66879,0.8014,1.0,0.1445,1.2393,,,,,,,
M,1,0.1,0,0,0.1,32,4,0,0.9793,0.9851,0.727,12,24,0.6061,0.22559,0.11244,0.0997,1.1981,0.11244,45117,0.54134,0.6581,1.0,0.1163,1.1983,,,,,,,
M,1,0.1,0,0,0.1,32,5,1,0.9871,0.986,0.7332,10,1,0.6062,0.20622,0.1236,0.0919,1.1991,0.1236,41243,0.47809,0.5766,1.0,0.1069,1.1992,,,,,,,
M,1,0.1,0,0,0.1,32,6,1,0.9879,0.9728,0.7272,21,2,0.6079,0.24904,0.10045,0.1124,1.2227,0.10045,49809,0.61433,0.7419,1.0,0.1317,1.2227,,,,,,,
M,1,0.1,0,0,0.1,32,7,1,0.9828,0.9838,0.7297,15,4,0.6126,0.24069,0.10418,0.1072,1.2036,0.10418,48137,0.58593,0.7086,1.0,0.1254,1.2037,,,,,,,
M,1,0.1,0,0,0.1,32,8,1,0.9935,0.9736,0.7546,19,5,0.6044,0.25794,0.0986,0.1154,1.2304,0.0986,51587,0.63797,0.7707,1.0,0.1364,1.2301,,,,,,,
M,1,0.1,0,0,0.1,32,9,1,0.9849,0.9842,0.7593,27,0,0.6109,0.2572,0.09722,0.1134,1.2067,0.09722,51439,0.63429,0.7611,1.0,0.1339,1.2069,,,,,,,
M,1,0.1,0,0,0.1,32,10,1,0.9868,0.9755,0.7735,13,17,0.6092,0.2517,0.1005,0.1059,1.2068,0.1005,50339,0.59522,0.7198,1.0,0.1262,1.2069,,,,,,,
M,1,0.1,0,0,0.1,32,11,1,0.9888,0.9851,0.771,15,19,0.606,0.22153,0.1157,0.0924,1.1859,0.1157,44306,0.50169,0.6068,1.0,0.109,1.1859,,,,,,,
M,1,0.1,0,0,0.1,32,12,1,0.9858,0.9806,0.7634,30,4,0.6115,0.25627,0.09684,0.1076,1.2068,0.09684,51254,0.60726,0.7421,1.0,0.1283,1.2067,,,,,,,
M,1,0.1,0,0,0.1,32,13,1,0.991,0.9862,0.7417,21,10,0.6057,0.21841,0.1157,0.0972,1.2139,0.1157,43683,0.52245,0.6341,1.0,0.1129,1.2139,,,,,,,
M,1,0.1,0,0,0.1,32,14,1,0.9933,0.9902,0.7116,7,31,0.6075,0.21973,0.11347,0.1008,1.2273,0.11347,43945,0.52511,0.6418,1.0,0.1168,1.2273,,,,,,,
M,1,0.1,0,0,0.1,32,15,1,0.995,0.9763,0.735,12,30,0.6127,0.2638,0.09566,0.12,1.2338,0.09566,52759,0.65408,0.7903,1.0,0.1419,1.2337,,,,,,,
M,2,0.06,0.14,0,0.1,32,0,0,0.6896,0.9597,0.0735,23,23,0.6549,0.346,0.72426,0.0516,0.8727,0.72426,69200,1.0,1.0,1.0,0.8684,0.9396,,,,,,0.022|0.081|0.873,0.1349|0.1436|0.7215
M,2,0.06,0.14,0,0.1,32,1,0,0.7946,0.9682,0.1104,30,10,0.6176,0.26791,0.13163,0.1279,1.2345,0.13163,53581,0.69541,0.8603,0.5943,0.3326,0.3467,,,,,,0.042|0.171|1.234,0.2913|0.5767|0.1320
M,2,0.06,0.14,0,0.1,32,2,0,0.8023,0.975,0.063,21,19,0.623,0.27296,0.1275,0.127,1.237,0.1275,54592,0.7065,0.8571,0.7499,0.3293,0.3288,,,,,,0.044|0.172|1.236,0.3063|0.5664|0.1273
M,2,0.06,0.14,0,0.1,32,3,0,0.8247,0.9819,0.0674,6,8,0.6225,0.24733,0.13951,0.1153,1.2288,0.13951,49467,0.62906,0.7807,0.7848,0.3269,0.3299,,,,,,0.042|0.159|1.229,0.3227|0.5378|0.1395
M,2,0.06,0.14,0,0.1,32,4,0,0.8329,0.9844,0.0547,9,20,0.6189,0.22462,0.15418,0.0987,1.2252,0.15418,44924,0.54431,0.6795,0.7136,0.3411,0.3524,,,,,,0.041|0.146|1.225,0.3813|0.4645|0.1542
M,2,0.06,0.14,0,0.1,32,5,0,0.8283,0.9829,0.0908,15,26,0.6165,0.22784,0.14943,0.0995,1.2428,0.14943,45567,0.55278,0.6964,0.6133,0.3382,0.3437,,,,,,0.040|0.145|1.243,0.3699|0.4807|0.1494
M,2,0.06,0.14,0,0.1,32,6,0,0.8254,0.9671,0.0769,27,21,0.6183,0.27389,0.12702,0.1255,1.2303,0.12702,54778,0.69878,0.8518,0.8464,0.3252,0.324,,,,,,0.043|0.170|1.231,0.3080|0.5653|0.1267
M,2,0.06,0.14,0,0.1,32,7,0,0.8391,0.9861,0.0469,7,3,0.6172,0.23009,0.15229,0.0993,1.2256,0.15229,46019,0.55546,0.6911,0.7682,0.3383,0.3516,,,,,,0.039|0.144|1.226,0.3625|0.4852|0.1523
M,2,0.06,0.14,0,0.1,32,8,0,0.8315,0.973,0.0558,14,23,0.6267,0.25943,0.134,0.1129,1.228,0.134,51886,0.64372,0.7916,0.8256,0.3254,0.3402,,,,,,0.043|0.159|1.228,0.3449|0.5215|0.1337
M,2,0.06,0.14,0,0.1,32,9,0,0.8299,0.9849,0.0383,28,30,0.6231,0.24929,0.14146,0.1087,1.2224,0.14146,49859,0.61662,0.7602,0.8244,0.33,0.3327,,,,,,0.041|0.154|1.222,0.3446|0.5139|0.1415
M,2,0.06,0.14,0,0.1,32,10,0,0.8248,0.9718,0.0457,11,12,0.6293,0.26299,0.13192,0.118,1.2463,0.13192,52598,0.6636,0.8156,0.8142,0.3286,0.3286,,,,,,0.043|0.164|1.246,0.3297|0.5384|0.1318
M,2,0.06,0.14,0,0.1,32,11,0,0.8406,0.9784,0.0711,14,9,0.6171,0.24962,0.1428,0.1147,1.2343,0.1428,49924,0.6328,0.7853,0.8143,0.3327,0.3295,,,,,,0.042|0.159|1.234,0.3257|0.5315|0.1428
M,2,0.06,0.14,0,0.1,32,12,0,0.8285,0.979,0.0461,6,30,0.6207,0.2615,0.13284,0.1156,1.2369,0.13284,52301,0.65185,0.7981,0.8136,0.3283,0.3473,,,,,,0.042|0.161|1.237,0.3327|0.5347|0.1326
M,2,0.06,0.14,0,0.1,32,13,0,0.8302,0.9697,0.0624,8,12,0.6297,0.29012,0.11962,0.1471,1.2521,0.11962,58024,0.7797,0.9123,0.9164,0.3415,0.338,,,,,,0.043|0.188|1.252,0.2507|0.6287|0.1206
M,2,0.06,0.14,0,0.1,32,14,0,0.8232,0.9862,0.0751,3,18,0.6213,0.23991,0.14437,0.1022,1.2262,0.14437,47981,0.5719,0.7206,0.6626,0.3342,0.3261,,,,,,0.040|0.149|1.226,0.3665|0.4891|0.1444
M,2,0.06,0.14,0,0.1,32,15,0,0.811,0.9772,0.0737,2,31,0.6248,0.23677,0.14826,0.1086,1.2209,0.14826,47354,0.59251,0.7516,0.6324,0.3315,0.3493,,,,,,0.042|0.155|1.221,0.3470|0.5048|0.1483
M,3,0.04,0.1,0.16,0.1,32,0,0,0.7416,0.9655,0.0563,13,22,0.6444,0.24305,0.16538,0.1073,1.2222,0.16538,48609,0.61039,0.7593,0.6731,0.3592,0.3782,,,,,,0.020|0.078|0.183|1.222,0.1717|0.3336|0.3293|0.1654
M,3,0.04,0.1,0.16,0.1,32,1,0,0.7592,0.9624,0.0661,9,23,0.6411,0.28177,0.14301,0.1365,1.2451,0.14301,56355,0.74477,0.8897,0.8976,0.3591,0.3632,,,,,,0.021|0.087|0.209|1.245,0.1370|0.2995|0.4210|0.1424
M,3,0.04,0.1,0.16,0.1,32,2,0,0.7174,0.9778,0.03,12,19,0.6412,0.24314,0.16595,0.1087,1.2286,0.16595,48628,0.61605,0.7655,0.7402,0.3613,0.3424,,,,,,0.020|0.077|0.182|1.229,0.1680|0.3244|0.3416|0.1660
M,3,0.04,0.1,0.16,0.1,32,3,0,0.7439,0.9793,0.0439,2,20,0.6408,0.25922,0.15712,0.1191,1.2357,0.15712,51845,0.66682,0.8147,0.8184,0.3585,0.3557,,,,,,0.020|0.080|0.192|1.236,0.1535|0.3161|0.3738|0.1567
M,3,0.04,0.1,0.16,0.1,32,4,0,0.7538,0.9732,0.0424,9,26,0.6324,0.25836,0.15453,0.12,1.2526,0.15453,51672,0.67431,0.814,0.834,0.3602,0.3631,,,,,,0.022|0.085|0.196|1.253,0.1651|0.3219|0.3584|0.1546
M,3,0.04,0.1,0.16,0.1,32,5,0,0.753,0.9738,0.0725,6,12,0.6322,0.25434,0.15771,0.1129,1.2429,0.15771,50869,0.63647,0.7778,0.7789,0.363,0.3686,,,,,,0.019|0.076|0.186|1.244,0.1578|0.3198|0.3650|0.1574
M,3,0.04,0.1,0.16,0.1,32,6,0,0.743,0.9637,0.0572,0,22,0.6376,0.28417,0.14054,0.1389,1.2475,0.14054,56834,0.75657,0.8998,0.8785,0.3577,0.3471,,,,,,0.022|0.089|0.210|1.247,0.1428|0.2796|0.4359|0.1416
M,3,0.04,0.1,0.16,0.1,32,7,0,0.7345,0.9753,0.0347,28,13,0.6453,0.25461,0.15846,0.1089,1.2109,0.15846,50921,0.62349,0.7717,0.7389,0.3557,0.3476,,,,,,0.020|0.079|0.184|1.211,0.1739|0.3307|0.3372|0.1581
M,3,0.04,0.1,0.16,0.1,32,8,0,0.7591,0.9715,0.0426,12,14,0.6287,0.24655,0.16345,0.1086,1.2465,0.16345,49311,0.61704,0.7593,0.7991,0.3657,0.3595,,,,,,0.021|0.079|0.183|1.247,0.1776|0.3223|0.3366|0.1634
M,3,0.04,0.1,0.16,0.1,32,9,0,0.7376,0.9843,0.0379,23,30,0.6422,0.24398,0.16206,0.107,1.2274,0.16206,48796,0.606,0.7397,0.788,0.3617,0.3574,,,,,,0.019|0.076|0.181|1.227,0.1692|0.3314|0.3374|0.1620
M,3,0.04,0.1,0.16,0.1,32,10,0,0.759,0.9632,0.0421,30,14,0.638,0.26555,0.15049,0.1274,1.2425,0.15049,53110,0.69312,0.8412,0.86,0.3593,0.3517,,,,,,0.023|0.088|0.204|1.243,0.1648|0.3015|0.3837|0.1500
M,3,0.04,0.1,0.16,0.1,32,11,0,0.7289,0.9719,0.1027,10,28,0.7008,0.26328,0.15339,0.1197,1.2352,0.15339,52656,0.67429,0.8285,0.7271,0.3548,0.3526,,,,,,0.023|0.087|0.196|1.235,0.1750|0.3157|0.3558|0.1534
M,3,0.04,0.1,0.16,0.1,32,12,0,0.7441,0.9728,0.0353,24,27,0.6408,0.24605,0.16328,0.1095,1.2307,0.16328,49210,0.61448,0.7654,0.8338,0.36,0.3748,,,,,,0.020|0.077|0.182|1.231,0.1689|0.3192|0.3486|0.1633
M,3,0.04,0.1,0.16,0.1,32,13,0,0.749,0.982,0.0365,21,28,0.6456,0.22565,0.17859,0.0968,1.2146,0.17859,45131,0.54912,0.6915,0.7395,0.3715,0.3448,,,,,,0.018|0.072|0.169|1.215,0.1778|0.3331|0.3105|0.1786
M,3,0.04,0.1,0.16,0.1,32,14,0,0.7569,0.9855,0.044,1,11,0.63,0.22104,0.17914,0.0962,1.2276,0.17914,44208,0.53008,0.6694,0.704,0.3749,0.3848,,,,,,0.020|0.076|0.173|1.228,0.1918|0.3458|0.2833|0.1791
M,3,0.04,0.1,0.16,0.1,32,15,0,0.7456,0.9738,0.04,1,2,0.6406,0.2401,0.16766,0.1017,1.2212,0.16766,48020,0.58245,0.7326,0.7442,0.361,0.362,,,,,,0.019|0.076|0.175|1.221,0.1739|0.3405|0.3180|0.1677
X,1,0.02,0,0,0.0,31,0,0,0.7037,0.9748,0.0466,17,17,0.0988,0.24991,0.51566,0.8401,0.8711,0.51566,49982,1.0,1.0,1.0,0.8558,0.8739,0.2614,0.26147,0.00061,0.00118,0.37907,,
X,1,0.02,0,0,0.0,31,1,0,0.7293,0.9776,0.2206,12,12,0.1648,0.25,0.99974,0.0086,0.8602,0.99974,50001,1.0,1.0,1.0,0.8591,0.9112,0.23979,0.24045,0.00161,0.00109,0.34612,,
X,1,0.02,0,0,0.0,31,2,0,0.7033,0.9857,0.0378,5,5,0.0917,0.24964,0.08046,0.8609,0.886,0.08046,49928,1.0,1.0,1.0,0.8628,0.87,0.26204,0.26096,0.00191,0.00285,0.37158,,
X,1,0.02,0,0,0.0,31,3,0,0.7113,0.9833,0.0355,27,27,0.0945,0.25144,0.99864,0.3015,0.8584,0.99864,50288,1.0,1.0,1.0,0.8578,0.8838,0.25835,0.26275,0.00139,0.00079,0.37404,,
X,1,0.02,0,0,0.0,31,4,0,0.7063,0.9838,0.0358,10,10,0.089,0.24964,0.9988,0.6316,0.8649,0.9988,49928,1.0,1.0,1.0,0.8644,0.8798,0.26151,0.26061,0.0012,0.00049,0.37731,,
X,1,0.02,0,0,0.0,31,5,0,0.7323,0.9825,0.0531,10,10,0.1627,0.25041,0.99826,0.7693,0.8608,0.99826,50082,1.0,1.0,1.0,0.8597,0.9114,0.24054,0.24211,0.00108,0.00117,0.3503,,
X,1,0.02,0,0,0.0,31,6,0,0.712,0.9725,0.0445,13,13,0.0902,0.2515,0.14547,0.8494,0.8736,0.14547,50301,1.0,1.0,1.0,0.8522,0.8893,0.26168,0.26115,0.00145,0.00201,0.367,,
X,1,0.02,0,0,0.0,31,7,0,0.6996,0.9869,0.1705,23,23,0.163,0.25127,0.36134,0.8607,0.878,0.36134,50253,1.0,1.0,1.0,0.8671,0.8677,0.24274,0.24225,0.00203,0.00251,0.3475,,
X,1,0.02,0,0,0.0,31,8,0,0.6947,0.9785,0.051,0,0,0.0922,0.25011,0.08338,0.8583,0.8789,0.08338,50023,1.0,1.0,1.0,0.86,0.8625,0.26219,0.26133,0.00142,0.00143,0.37136,,
X,1,0.02,0,0,0.0,31,9,0,0.687,0.9893,0.0441,1,1,0.0962,0.25035,0.36349,0.8542,0.8868,0.36349,50071,1.0,1.0,1.0,0.8664,0.8483,0.26099,0.26089,0.00089,0.00181,0.36935,,
X,1,0.02,0,0,0.0,31,10,0,0.6849,0.9776,0.0486,1,1,0.0955,0.24974,0.99933,0.5974,0.8577,0.99933,49949,1.0,1.0,1.0,0.8578,0.8487,0.26255,0.26124,0.00245,0.00238,0.37551,,
X,1,0.02,0,0,0.0,31,11,0,0.7187,0.983,0.0445,9,9,0.085,0.25132,0.43213,0.8553,0.8806,0.43213,50264,1.0,1.0,1.0,0.8655,0.8998,0.25967,0.26025,0.00127,0.00113,0.37217,,
X,1,0.02,0,0,0.0,31,12,0,0.6951,0.9835,0.0507,25,25,0.1714,0.2491,0.43081,0.8541,0.8824,0.43081,49821,1.0,1.0,1.0,0.8664,0.8631,0.24043,0.24019,0.00094,0.00036,0.34908,,
X,1,0.02,0,0,0.0,31,13,0,0.7065,0.9835,0.0284,29,29,0.0892,0.24947,0.57952,0.8368,0.8767,0.57952,49894,1.0,1.0,1.0,0.8596,0.8745,0.2591,0.26055,0.00149,0.00285,0.38288,,
X,1,0.02,0,0,0.0,31,14,0,0.7205,0.9885,0.0304,19,19,0.0912,0.25104,0.09,0.8703,0.8884,0.09,50208,1.0,1.0,1.0,0.8714,0.9029,0.26194,0.26341,0.00125,0.00181,0.37311,,
X,1,0.02,0,0,0.0,31,15,0,0.7064,0.9774,0.0461,25,25,0.0967,0.25432,0.98644,0.0168,0.8592,0.98644,50864,1.0,1.0,1.0,0.8587,0.8783,0.26105,0.26235,0.00352,0.00181,0.37219,,
X,1,0.05,0,0,0.0,31,0,0,0.7262,0.9736,0.0535,30,30,0.1061,0.24991,0.35814,0.8501,0.8692,0.35814,49983,1.0,1.0,1.0,0.8545,0.9068,0.26141,0.26147,0.00051,0.00091,0.3788,,
X,1,0.05,0,0,0.0,31,1,0,0.7511,0.9744,0.1485,13,13,0.2407,0.25348,0.98604,0.0165,0.8644,0.98604,50696,1.0,1.0,1.0,0.86,0.9457,0.2211,0.21975,0.00164,0.00111,0.32631,,
X,1,0.05,0,0,0.0,31,2,0,0.7274,0.9847,0.044,2,2,0.0996,0.24966,0.07859,0.863,0.885,0.07859,49933,1.0,1.0,1.0,0.8624,0.9078,0.26204,0.26096,0.00081,0.00247,0.37158,,
X,1,0.05,0,0,0.0,31,3,0,0.7331,0.9828,0.054,24,24,0.1005,0.25149,0.99904,0.0099,0.8615,0.99904,50297,1.0,1.0,1.0,0.8589,0.9107,0.25833,0.26274,0.0006,0.00073,0.37409,,
X,1,0.05,0,0,0.0,31,4,1,0.9881,0.9847,0.7025,15,25,0.1583,0.02517,0.51192,0.0131,1.2821,0.51192,5034,0.05164,0.0519,1.0,0.0131,1.2821,0.265,0.24321,0.04484,2e-05,1.0,,
X,1,0.05,0,0,0.0,31,5,0,0.7513,0.9809,0.0817,23,23,0.101,0.2505,0.99686,0.7934,0.8638,0.99686,50101,1.0,1.0,1.0,0.8598,0.9422,0.26156,0.26241,0.00108,0.00117,0.37378,,
X,1,0.05,0,0,0.0,31,6,0,0.7374,0.9725,0.088,28,28,0.1594,0.25173,0.99902,0.0083,0.8556,0.99902,50347,1.0,1.0,1.0,0.8522,0.9209,0.24052,0.24057,0.00039,0.00036,0.34476,,
X,1,0.05,0,0,0.0,31,7,0,0.7188,0.9866,0.0422,24,24,0.1029,0.25123,0.4155,0.8552,0.8826,0.4155,50247,1.0,1.0,1.0,0.8651,0.8948,0.26302,0.26319,0.00203,0.00293,0.37381,,
X,1,0.05,0,0,0.0,31,8,0,0.7221,0.9779,0.0518,0,0,0.1001,0.25013,0.08098,0.8616,0.8785,0.08098,50027,1.0,1.0,1.0,0.861,0.9013,0.26218,0.26132,0.00139,0.00143,0.37099,,
X,1,0.05,0,0,0.0,31,9,0,0.7094,0.9891,0.0425,1,1,0.1,0.25036,0.383,0.8533,0.8866,0.383,50072,1.0,1.0,1.0,0.8652,0.8823,0.26099,0.26089,0.00089,0.00181,0.36919,,
X,1,0.05,0,0,0.0,31,10,0,0.704,0.9772,0.0487,14,14,0.1014,0.24971,0.50944,0.8466,0.8701,0.50944,49943,1.0,1.0,1.0,0.8578,0.8748,0.26254,0.26126,0.00245,0.00238,0.37472,,
X,1,0.05,0,0,0.0,31,11,0,0.7383,0.9823,0.1206,30,30,0.1646,0.25132,0.08567,0.866,0.8824,0.08567,50263,1.0,1.0,1.0,0.8642,0.9277,0.23943,0.23916,9e-05,0.00011,0.34674,,
X,1,0.05,0,0,0.0,31,12,0,0.715,0.9823,0.0289,16,16,0.0999,0.2491,0.42584,0.8538,0.8814,0.42584,49820,1.0,1.0,1.0,0.8643,0.8907,0.26177,0.26176,0.00094,0.00036,0.37242,,
X,1,0.05,0,0,0.0,31,13,0,0.7262,0.9822,0.0448,6,6,0.0956,0.24949,0.58388,0.8437,0.8752,0.58388,49897,1.0,1.0,1.0,0.8599,0.9048,0.25909,0.26055,0.00016,0.0028,0.38288,,
X,1,0.05,0,0,0.0,31,14,0,0.7398,0.9874,0.0588,20,20,0.0938,0.25102,0.08071,0.8723,0.8877,0.08071,50204,1.0,1.0,1.0,0.8706,0.9308,0.26194,0.26341,0.00125,0.00181,0.37306,,
X,1,0.05,0,0,0.0,31,15,0,0.7254,0.977,0.0488,3,3,0.1022,0.25428,0.98652,0.0161,0.8599,0.98652,50856,1.0,1.0,1.0,0.8573,0.9065,0.26105,0.26233,0.00351,0.00179,0.37224,,
X,1,0.1,0,0,0.0,31,0,0,0.7633,0.9683,0.1111,30,30,0.1124,0.24991,0.33839,0.8531,0.8722,0.33839,49982,1.0,1.0,1.0,0.8485,0.9594,0.2614,0.26146,0.00051,0.00091,0.37875,,
X,1,0.1,0,0,0.0,31,1,0,0.7909,0.9707,0.1478,15,15,0.1142,0.24996,0.19966,0.8518,0.9305,0.19966,49991,1.0,1.0,1.0,0.8524,1.0001,0.26155,0.26119,0.00161,0.00109,0.37093,,
X,1,0.1,0,0,0.0,31,2,0,0.7665,0.9799,0.1041,1,1,0.1825,0.24964,0.34757,0.8588,0.8868,0.34757,49928,1.0,1.0,1.0,0.8578,0.9629,0.24185,0.24024,0.00081,0.00247,0.34766,,
X,1,0.1,0,0,0.0,31,3,0,0.7774,0.9783,0.1211,10,10,0.1138,0.25141,0.2457,0.8562,0.8917,0.2457,50283,1.0,1.0,1.0,0.8535,0.9737,0.25832,0.26274,0.0006,0.00073,0.37403,,
X,1,0.1,0,0,0.0,31,4,0,0.7584,0.9809,0.0916,24,24,0.1724,0.24959,0.06728,0.8637,0.9684,0.06728,49918,1.0,1.0,1.0,0.8614,0.9529,0.24047,0.23889,0.00036,1e-05,0.35149,,
X,1,0.1,0,0,0.0,31,5,0,0.7866,0.9764,0.136,24,24,0.1755,0.25039,0.10849,0.8536,0.9852,0.10849,50079,1.0,1.0,1.0,0.8542,0.9895,0.24037,0.24071,0.00108,0.00117,0.35002,,
