gamma,eps,seed,child_latent_angle_deg,top_1_rho,top_1_phi_deg,top_2_rho,top_2_phi_deg,top_3_rho,top_3_phi_deg,top_4_rho,top_4_phi_deg,top_5_rho,top_5_phi_deg
0.05,0.005,4,46.461734771728516,0.9908778071403503,46.461734771728516,0.981958270072937,-1.880141258239746,0.07082833349704742,44.31980895996094,0.06625495851039886,171.0017852783203,0.06616145372390747,-1.857810139656067
0.05,0.005,5,46.53718948364258,0.9910092949867249,46.537193298339844,0.982130229473114,-1.7833290100097656,0.07743710279464722,42.38894271850586,0.06830259412527084,168.5264434814453,0.06526374071836472,-3.5236880779266357
0.05,0.005,6,46.617977142333984,0.9907532930374146,46.617977142333984,0.9815884232521057,-1.8432990312576294,0.07820789515972137,42.71637725830078,0.06733749061822891,165.49993896484375,0.06678861379623413,-4.781862735748291
0.05,0.005,7,46.565093994140625,0.9907291531562805,46.56509017944336,0.9820274710655212,-1.9358190298080444,0.07725824415683746,40.414546966552734,0.06610909104347229,169.4669189453125,0.06441473215818405,-3.131603240966797
0.05,0.01,0,47.12934112548828,0.9909944534301758,47.12933349609375,0.9818181991577148,-1.9151605367660522,0.07591155171394348,43.365936279296875,0.07019922882318497,167.41464233398438,0.06559260934591293,-2.1736528873443604
0.05,0.01,1,47.11383056640625,0.9912054538726807,47.113826751708984,0.9817854762077332,-1.9233052730560303,0.07823609560728073,43.228824615478516,0.0700402483344078,-2.9058148860931396,0.06768164038658142,168.62503051757812
0.05,0.01,2,47.0093879699707,0.9910469651222229,47.0093879699707,0.9832184910774231,-1.9323601722717285,0.08723480254411697,160.3541717529297,0.07881705462932587,39.07020568847656,0.06722059845924377,-1.5385959148406982
0.05,0.01,3,46.94439697265625,0.9909776449203491,46.944393157958984,0.981843888759613,-2.177940845489502,0.076189786195755,42.27839279174805,0.06912706792354584,169.8439178466797,0.06866665184497833,-3.5608625411987305
0.05,0.01,4,46.878578186035156,0.9910650849342346,46.87858200073242,0.9822748303413391,-1.9563311338424683,0.07794921845197678,42.91961669921875,0.0680210217833519,-2.9142632484436035,0.06629572808742523,170.50592041015625
0.05,0.01,5,46.914215087890625,0.9909623265266418,46.914215087890625,0.9815295338630676,-2.164776086807251,0.07750701904296875,42.4882926940918,0.07000413537025452,-1.9031404256820679,0.06482304632663727,167.51991271972656
0.05,0.01,6,47.06096649169922,0.9906452894210815,47.060970306396484,0.9817500710487366,-2.064502239227295,0.07914787530899048,40.69773864746094,0.07003867626190186,-3.131434440612793,0.06753189116716385,167.7281036376953
0.05,0.01,7,47.13652420043945,0.9907678365707397,47.13652420043945,0.981772780418396,-1.9484769105911255,0.07935050129890442,42.61632537841797,0.070402130484581,-2.505824089050293,0.0669742152094841,169.07923889160156
0.05,0.02,0,69.59697723388672,0.9885460138320923,69.59697723388672,0.9751991033554077,-0.20864661037921906,0.08206552267074585,39.18446731567383,0.08006469905376434,-5.76439094543457,0.06918442994356155,167.5505828857422
0.05,0.02,1,70.83792877197266,0.9872127175331116,70.83792877197266,0.9752510190010071,-0.14754393696784973,0.08079934865236282,41.939720153808594,0.07904881983995438,-9.30880069732666,0.07008371502161026,168.11611938476562
0.05,0.02,2,72.76370239257812,0.9861410856246948,72.76370239257812,0.9738582372665405,0.5575399994850159,0.07873021811246872,43.123252868652344,0.0776771605014801,-9.606371879577637,0.07040850073099136,168.97280883789062
0.05,0.02,3,70.05696868896484,0.9878180027008057,70.05697631835938,0.9750747084617615,-0.049957506358623505,0.07897583395242691,-8.957381248474121,0.07668701559305191,39.72731018066406,0.06854641437530518,169.65213012695312
0.05,0.02,4,48.32014465332031,0.9914544820785522,48.32014846801758,0.9833809733390808,-2.8553223609924316,0.07823479175567627,45.934391021728516,0.07417648285627365,166.93023681640625,0.06977339088916779,-3.8506855964660645
0.05,0.02,5,70.38765716552734,0.9874608516693115,70.38765716552734,0.9751075506210327,0.015513217076659203,0.08017641305923462,-8.902984619140625,0.07890676707029343,43.59175491333008,0.0698486715555191,168.51779174804688
0.05,0.02,6,70.50582885742188,0.9875852465629578,70.50582885742188,0.9753271341323853,-0.19336313009262085,0.07750845700502396,-9.307395935058594,0.0768437311053276,42.162532806396484,0.06917602568864822,167.09461975097656
0.05,0.02,7,48.37055969238281,0.991396963596344,48.37055969238281,0.9834362864494324,-2.914290428161621,0.0746479481458664,46.164642333984375,0.07208769023418427,166.08363342285156,0.06880868971347809,-3.3264997005462646
0.05,0.03,0,74.1596908569336,0.9860816597938538,74.1596908569336,0.9746274948120117,0.5591150522232056,0.0777735486626625,-7.900129795074463,0.07556860893964767,42.014835357666016,0.07004130631685257,170.2633056640625
0.05,0.03,1,73.8762435913086,0.986056387424469,73.8762435913086,0.9750238656997681,0.45958876609802246,0.07969558984041214,44.346920013427734,0.07749566435813904,-9.668883323669434,0.07106604427099228,169.3177947998047
0.05,0.03,2,74.65328216552734,0.9857836961746216,74.65328216552734,0.9747529029846191,0.23202462494373322,0.0797613263130188,42.887779235839844,0.07818364351987839,-8.467775344848633,0.07179614901542664,169.3081817626953
0.05,0.03,3,74.591064453125,0.9856141209602356,74.591064453125,0.9746597409248352,0.2908608615398407,0.07663179934024811,-8.350076675415039,0.07538243383169174,44.80712127685547,0.06907140463590622,167.29159545898438
0.05,0.03,4,74.0428695678711,0.985805094242096,74.0428695678711,0.9749411344528198,0.3760311007499695,0.079360730946064,42.61539077758789,0.07828731089830399,-7.361623287200928,0.06955979019403458,168.25918579101562
0.05,0.03,5,74.03202819824219,0.986147940158844,74.03202819824219,0.9745571613311768,0.35516422986984253,0.08030945807695389,45.40806198120117,0.07655073702335358,-8.380537986755371,0.07393104583024979,168.3526153564453
